id,url_title,date,product_title,currency,product_price
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"17 Inch Laptop Computers,12th Generation Processor N95 4C 4T(3.4Ghz),16GB DDR4 RAM 512GB SSD,1080P Display,10000mAh Large Battery,Type-C(Data), WiFi5,BT,RJ45,Dual Stereo Speakers, Backlit Keyboard.",$,349.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"AOC Laptop 15.6"" Full HD IPS Display Laptop Computer with N95 Processor, Work Laptops 16GB RAM 512GB SSD Windows 11 Laptop Business Computer Light&Thin, Metal Shell, Webcam, Type-C, USB 3.2",$,379.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"AOC Laptop Computer with N95 Processor(Up to 3.4GHz) 16GB RAM 512GB SSD Laptop, 15.6 Inch FHD Screen Laptops Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2, Grey",$,389.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Acer Aspire 14 AI Copilot+ PC | 14"" WUXGA Display | Intel Core Ultra 5 Processor 226V | NPU: Up to 40 Tops - GPU: Up to 53 Tops | Intel ARC 130V | 16GB LPDDR5X | 512GB SSD | Wi-Fi 6E | A14-52M-51S1",$,569.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Acer Nitro V 16S AI Gaming Laptop | AMD Ryzen 7 260 Processor | NVIDIA GeForce RTX 5060 Laptop GPU (572 AI Tops) | 16"" WUXGA IPS 180Hz Display | 32GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6 | ANV16S-41-R2AJ",$,"1,291"
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Alienware 16 Aurora Gaming Laptop AC16250-16"" WQXGA 120Hz Display, Intel Core 7-240H Processor, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 5050 8GB Graphics, Windows 11 Home, Onsite Service - Blue",$,"1,245"
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Dell 15 Laptop DC15250 Touchscreen Laptop for Business & Home, Intel Core i7-1355U(10-Core, Up to 5.0GHz), 15.6"" FHD Touch, 32GB RAM, 1TB PCIe SSD, WiFi6, Numeric Keypad, Copilot AI, Windows 11 Pro",$,895.99
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Dell inspiron 15 Touchscreen Laptop -Intel Core i7-1355U -15.6"" FHD Touch -64GB RAM -2TB SSD -Business Laptop Windows 11 Pro - Office 365 -Computadora Work College Student - 3.6lbs Light",$,979.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Gaming Laptop, Laptop 2025 Laptop, ΑΜD Ryzen 5 7430U,15.6-in IPS 16GB RAM 512GB NVMe SSD, WiFi 6, Numeric Keypad, Home Laptops Office Laptops, HDMI Type-C USB3.2 Webcam 3.5mm Audio",$,399.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"HP 15.6 inch FHD Business Laptop | Intel Dual Core Processor Series | 16GB RAM | 512GB SSD | SD Card Reader | Long Battery | Wi-Fi 6 | Windows 11 Pro | School, Business & Productivity",$,419.99
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",$,156.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,HP Laptop in Pale Rose Gold • 8GB RAM • 1.1TB Storage (128GB SSD + 1TB Cloud) • Intel 4-Core Performance • Windows 11 • Office 365 • Portable Notebook for School & Everyday Use,$,579.99
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"HP Latest 15.6"" FHD Laptop with Microsoft Office, Intel Core i5-1335U Processor(Beat 12th i7), Wi-Fi 6, Copilot AI, 16GB RAM | 512GB PCIe SSD, Win11 Pro, for Work&Study, w/WOWPC Recovery USB",$,379.99
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"HP OmniBook 5 16 inch Next Gen AI PC, 2K Touchscreen, Snapdragon X Plus X1P-42-100, 16 GB RAM, 512 GB SSD, Qualcomm Adreno GPU, Windows 11 Home, Copilot+ PC, Glacier Silver, 16-fb0000nr",$,777.0
